10000 9999
0 2142 83
0 2143 43
0 2144 21
0 2145 61
0 2146 89
0 2147 47
0 2148 84
0 2149 79
0 2150 11
0 2151 68
0 2152 30
0 2153 95
0 2154 66
0 2155 86
0 2156 90
0 2157 26
0 2158 57
0 2159 40
0 2160 16
0 2161 99
0 2162 20
0 2163 2
0 2164 59
0 2165 11
0 2166 73
0 2167 69
0 2168 47
0 2169 100
0 2170 82
0 2171 96
0 2172 97
0 2173 11
0 2174 100
0 2175 28
0 2176 98
0 2177 83
0 2178 27
0 2179 76
0 2180 21
0 2181 86
0 2182 64
0 2183 94
0 2184 89
0 2185 38
0 2186 44
0 2187 93
0 2188 8
0 2189 85
0 2190 14
0 2191 7
0 2192 93
0 2193 25
0 2194 92
0 2195 96
0 2196 13
0 2197 71
0 2198 98
0 2199 94
0 2200 77
0 2201 5
0 2202 49
0 2203 1
0 2204 83
0 2205 15
0 2206 32
0 2207 98
0 2208 52
0 2209 95
0 2210 70
0 2211 4
0 2212 1
0 2213 36
0 2214 3
0 2215 59
0 2216 27
0 2217 5
0 2218 88
0 2219 28
0 2220 34
0 2221 84
0 2222 66
0 2223 70
0 2224 32
0 2225 49
0 2226 39
0 2227 43
0 2228 68
0 2229 18
0 2230 93
0 2231 100
0 2232 62
0 2233 40
0 2234 48
0 2235 80
0 2236 26
0 2237 83
0 2238 91
0 2239 88
0 2240 10
0 2241 84
0 2242 26
0 2243 59
0 2244 24
0 2245 79
0 2246 87
0 2247 7
0 2248 85
0 2249 21
0 2250 26
0 2251 27
0 2252 52
0 2253 100
0 2254 20
0 2255 74
0 2256 47
0 2257 59
0 2258 48
0 2259 35
0 2260 52
0 2261 70
0 2262 14
0 2263 20
0 2264 31
0 2265 38
0 2266 34
0 2267 48
0 2268 68
0 2269 49
0 2270 80
0 2271 95
0 2272 41
0 2273 24
0 2274 10
0 2275 20
0 2276 63
0 2277 26
0 2278 29
0 2279 90
0 2280 82
0 2281 2
0 2282 2
0 2283 62
0 2284 22
0 2285 50
0 2286 29
0 2287 18
0 2288 28
0 2289 82
0 2290 25
0 2291 71
0 2292 78
0 2293 76
0 2294 28
0 2295 44
0 2296 88
0 2297 22
0 2298 24
0 2299 58
0 2300 96
0 2301 87
0 2302 35
0 2303 73
0 2304 9
0 2305 51
0 2306 24
0 2307 96
0 2308 84
0 2309 45
0 2310 83
0 2311 45
0 2312 28
0 2313 54
0 2314 68
0 2315 49
0 2316 96
0 2317 8
0 2318 27
0 2319 59
0 2320 35
0 2321 63
0 2322 40
0 2323 40
0 2324 44
0 2325 77
0 2326 59
0 2327 78
0 2328 32
0 2329 12
0 2330 35
0 2331 98
0 2332 74
0 2333 51
0 2334 41
0 2335 97
0 2336 21
0 2337 6
0 2338 14
0 2339 63
0 2340 85
0 2341 48
0 2342 97
0 2343 79
0 2344 12
0 2345 48
0 2346 68
0 2347 47
0 2348 43
0 2349 12
0 2350 74
0 2351 79
0 2352 30
0 2353 69
0 2354 75
0 2355 22
0 2356 80
0 2357 67
0 2358 99
0 2359 82
0 2360 84
0 2361 18
0 2362 41
0 2363 88
0 2364 38
0 2365 67
0 2366 29
0 2367 59
0 2368 82
0 2369 56
0 2370 17
0 2371 97
0 2372 69
0 2373 75
0 2374 30
0 2375 85
0 2376 65
0 2377 78
0 2378 85
0 2379 93
0 2380 90
0 2381 44
0 2382 36
0 2383 20
0 2384 54
0 2385 37
0 2386 36
0 2387 5
0 2388 89
0 2389 79
0 2390 9
0 2391 26
0 2392 64
0 2393 77
0 2394 7
0 2395 27
0 2396 72
0 2397 45
0 2398 71
0 2399 31
0 2400 52
0 2401 82
0 2402 6
0 2403 22
0 2404 80
0 2405 94
0 2406 58
0 2407 90
0 2408 32
0 2409 40
0 2410 45
0 2411 75
0 2412 61
0 2413 2
0 2414 72
0 2415 89
0 2416 78
0 2417 58
0 2418 80
0 2419 36
0 2420 59
0 2421 82
0 2422 85
0 2423 28
0 2424 87
0 2425 76
0 2426 77
0 2427 77
0 2428 37
0 2429 75
0 2430 48
0 2431 22
0 2432 71
0 2433 48
0 2434 35
0 2435 9
0 2436 90
0 2437 93
0 2438 61
0 2439 26
0 2440 73
0 2441 59
0 2442 22
0 2443 93
0 2444 88
0 2445 97
0 2446 63
0 2447 71
0 2448 20
0 2449 89
0 2450 63
0 2451 13
0 2452 98
0 2453 82
0 2454 74
0 2455 51
0 2456 6
0 2457 32
0 2458 95
0 2459 68
0 2460 40
0 2461 79
0 2462 15
0 2463 3
0 2464 46
0 2465 81
0 2466 5
0 2467 91
0 2468 91
0 2469 64
0 2470 4
0 2471 65
0 2472 63
0 2473 75
0 2474 58
0 2475 54
0 2476 63
0 2477 40
0 2478 3
0 2479 12
0 2480 37
0 2481 61
0 2482 81
0 2483 22
0 2484 23
0 2485 9
0 2486 100
0 2487 75
0 2488 5
0 2489 56
0 2490 41
0 2491 93
0 2492 8
0 2493 95
0 2494 93
0 2495 14
0 2496 1
0 2497 1
0 2498 100
0 2499 68
0 2500 84
0 2501 71
0 2502 75
0 2503 7
0 2504 83
0 2505 75
0 2506 91
0 2507 11
0 2508 22
0 2509 9
0 2510 60
0 2511 70
0 2512 13
0 2513 75
0 2514 54
0 2515 31
0 2516 12
0 2517 45
0 2518 24
0 2519 5
0 2520 55
0 2521 1
0 2522 35
0 2523 43
0 2524 55
0 2525 22
0 2526 49
0 2527 48
0 2528 94
0 2529 90
0 2530 43
0 2531 36
0 2532 19
0 2533 30
0 2534 89
0 2535 77
0 2536 65
0 2537 96
0 2538 30
0 2539 36
0 2540 14
0 2541 47
0 2542 12
0 2543 81
0 2544 71
0 2545 10
0 2546 34
0 2547 58
0 2548 99
0 2549 36
0 2550 45
0 2551 28
0 2552 89
0 2553 66
0 2554 16
0 2555 16
0 2556 92
0 2557 36
0 2558 8
0 2559 12
0 2560 19
0 2561 13
0 2562 8
0 2563 10
0 2564 50
0 2565 69
0 2566 54
0 2567 78
0 2568 60
0 2569 57
0 2570 99
0 2571 29
0 2572 94
0 2573 49
0 2574 74
0 2575 75
0 2576 80
0 2577 59
0 2578 29
0 2579 93
0 2580 87
0 2581 53
0 2582 59
0 2583 12
0 2584 47
0 2585 37
0 2586 90
0 2587 50
0 2588 40
0 2589 44
0 2590 57
0 2591 70
0 2592 12
0 2593 44
0 2594 14
0 2595 64
0 2596 28
0 2597 76
0 2598 23
0 2599 19
0 2600 17
0 2601 82
0 2602 78
0 2603 18
0 2604 69
0 2605 25
0 2606 59
0 2607 94
0 2608 15
0 2609 9
0 2610 82
0 2611 70
0 2612 16
0 2613 19
0 2614 75
0 2615 14
0 2616 12
0 2617 22
0 2618 31
0 2619 82
0 2620 73
0 2621 80
0 2622 84
0 2623 71
0 2624 91
0 2625 83
0 2626 32
0 2627 8
0 2628 5
0 2629 11
0 2630 35
0 2631 82
0 2632 96
0 2633 41
0 2634 63
0 2635 46
0 2636 13
0 2637 46
0 2638 1
0 2639 37
0 2640 2
0 2641 37
0 2642 15
0 2643 70
0 2644 30
0 2645 68
0 2646 72
0 2647 21
0 2648 85
0 2649 70
0 2650 41
0 2651 80
0 2652 89
0 2653 95
0 2654 42
0 2655 73
0 2656 2
0 2657 73
0 2658 100
0 2659 54
0 2660 89
0 2661 50
0 2662 94
0 2663 25
0 2664 80
0 2665 71
0 2666 18
0 2667 98
0 2668 14
0 2669 88
0 2670 80
0 2671 96
0 2672 86
0 2673 23
0 2674 98
0 2675 24
0 2676 57
0 2677 47
0 2678 75
0 2679 53
0 2680 66
0 2681 97
0 2682 74
0 2683 99
0 2684 86
0 2685 53
0 2686 10
0 2687 51
0 2688 58
0 2689 19
0 2690 68
0 2691 52
0 2692 1
0 2693 53
0 2694 57
0 2695 56
0 2696 22
0 2697 91
0 2698 55
0 2699 58
0 2700 18
0 2701 31
0 2702 23
0 2703 96
0 2704 70
0 2705 62
0 2706 64
0 2707 15
0 2708 14
0 2709 35
0 2710 35
0 2711 90
0 2712 42
0 2713 42
0 2714 43
0 2715 28
0 2716 74
0 2717 62
0 2718 84
0 2719 70
0 2720 54
0 2721 8
0 2722 65
0 2723 8
0 2724 79
0 2725 17
0 2726 35
0 2727 53
0 2728 93
0 2729 74
0 2730 41
0 2731 10
0 2732 46
0 2733 18
0 2734 30
0 2735 52
0 2736 32
0 2737 2
0 2738 98
0 2739 14
0 2740 63
0 2741 42
0 2742 97
0 2743 85
0 2744 94
0 2745 21
0 2746 84
0 2747 27
0 2748 8
0 2749 53
0 2750 57
0 2751 47
0 2752 27
0 2753 61
0 2754 8
0 2755 56
0 2756 49
0 2757 44
0 2758 17
0 2759 86
0 2760 23
0 2761 79
0 2762 2
0 2763 25
0 2764 47
0 2765 87
0 2766 74
0 2767 100
0 2768 21
0 2769 37
0 2770 38
0 2771 22
0 2772 46
0 2773 7
0 2774 87
0 2775 73
0 2776 26
0 2777 75
0 2778 93
0 2779 36
0 2780 17
0 2781 60
0 2782 77
0 2783 87
0 2784 44
0 2785 9
0 2786 51
0 2787 14
0 2788 34
0 2789 91
0 2790 6
0 2791 74
0 2792 26
0 2793 72
0 2794 40
0 2795 93
0 2796 36
0 2797 77
0 2798 66
0 2799 85
0 2800 60
0 2801 100
0 2802 89
0 2803 39
0 2804 74
0 2805 10
0 2806 4
0 2807 74
0 2808 93
0 2809 48
0 2810 94
0 2811 59
0 2812 51
0 2813 38
0 2814 95
0 2815 41
0 2816 87
0 2817 97
0 2818 15
0 2819 26
0 2820 66
0 2821 55
0 2822 75
0 2823 81
0 2824 26
0 2825 25
0 2826 49
0 2827 24
0 2828 69
0 2829 80
0 2830 62
0 2831 66
0 2832 46
0 2833 85
0 2834 3
0 2835 92
0 2836 91
0 2837 63
0 2838 53
0 2839 61
0 2840 44
0 2841 83
0 2842 55
0 2843 75
0 2844 99
0 2845 79
0 2846 55
0 2847 58
0 2848 70
0 2849 49
0 2850 36
0 2851 98
0 2852 21
0 2853 66
0 2854 43
0 2855 16
0 2856 80
0 2857 51
0 2858 7
0 2859 55
0 2860 94
0 2861 24
0 2862 59
0 2863 39
0 2864 11
0 2865 20
0 2866 64
0 2867 11
0 2868 45
0 2869 98
0 2870 45
0 2871 100
0 2872 54
0 2873 81
0 2874 99
0 2875 78
0 2876 74
0 2877 79
0 2878 53
0 2879 97
0 2880 81
0 2881 20
0 2882 81
0 2883 84
0 2884 23
0 2885 78
0 2886 98
0 2887 70
0 2888 84
0 2889 53
0 2890 91
0 2891 41
0 2892 39
0 2893 29
0 2894 56
0 2895 80
0 2896 7
0 2897 52
0 2898 43
0 2899 70
0 2900 29
0 2901 78
0 2902 45
0 2903 9
0 2904 41
0 2905 17
0 2906 56
0 2907 70
0 2908 19
0 2909 90
0 2910 54
0 2911 38
0 2912 1
0 2913 58
0 2914 68
0 2915 37
0 2916 33
0 2917 17
0 2918 21
0 2919 95
0 2920 82
0 2921 76
0 2922 93
0 2923 72
0 2924 44
0 2925 11
0 2926 6
0 2927 46
0 2928 21
0 2929 50
0 2930 26
0 2931 58
0 2932 25
0 2933 77
0 2934 23
0 2935 44
0 2936 43
0 2937 8
0 2938 73
0 2939 15
0 2940 94
0 2941 81
0 2942 18
0 2943 45
0 2944 94
0 2945 12
0 2946 20
0 2947 13
0 2948 13
0 2949 72
0 2950 39
0 2951 20
0 2952 1
0 2953 64
0 2954 1
0 2955 46
0 2956 6
0 2957 7
0 2958 44
0 2959 36
0 2960 57
0 2961 53
0 2962 80
0 2963 23
0 2964 43
0 2965 6
0 2966 14
0 2967 51
0 2968 52
0 2969 97
0 2970 41
0 2971 95
0 2972 75
0 2973 22
0 2974 32
0 2975 87
0 2976 60
0 2977 38
0 2978 92
0 2979 84
0 2980 73
0 2981 56
0 2982 76
0 2983 35
0 2984 6
0 2985 16
0 2986 23
0 2987 16
0 2988 80
0 2989 35
0 2990 11
0 2991 46
0 2992 9
0 2993 2
0 2994 56
0 2995 12
0 2996 38
0 2997 77
0 2998 31
0 2999 56
0 3000 13
0 3001 61
0 3002 53
0 3003 36
0 3004 78
0 3005 50
0 3006 64
0 3007 6
0 3008 2
0 3009 87
0 3010 86
0 3011 1
0 3012 32
0 3013 87
0 3014 97
0 3015 82
0 3016 28
0 3017 8
0 3018 91
0 3019 25
0 3020 90
0 3021 44
0 3022 26
0 3023 4
0 3024 83
0 3025 56
0 3026 51
0 3027 15
0 3028 10
0 3029 18
0 3030 77
0 3031 94
0 3032 6
0 3033 35
0 3034 82
0 3035 31
0 3036 4
0 3037 37
0 3038 74
0 3039 1
0 3040 93
0 3041 79
0 3042 12
0 3043 29
0 3044 70
0 3045 63
0 3046 38
0 3047 61
0 3048 41
0 3049 65
0 3050 36
0 3051 91
0 3052 4
0 3053 90
0 3054 37
0 3055 95
0 3056 20
0 3057 4
0 3058 74
0 3059 30
0 3060 83
0 3061 98
0 3062 13
0 3063 58
0 3064 11
0 3065 84
0 3066 2
0 3067 20
0 3068 91
0 3069 95
0 3070 24
0 3071 93
0 3072 81
0 3073 91
0 3074 15
0 3075 16
0 3076 12
0 3077 91
0 3078 29
0 3079 82
0 3080 22
0 3081 35
0 3082 20
0 3083 64
0 3084 62
0 3085 45
0 3086 5
0 3087 94
0 3088 15
0 3089 98
0 3090 23
0 3091 62
0 3092 66
0 3093 23
0 3094 38
0 3095 67
0 3096 3
0 3097 91
0 3098 70
0 3099 51
0 3100 81
0 3101 93
0 3102 59
0 3103 20
0 3104 17
0 3105 7
0 3106 43
0 3107 34
0 3108 56
0 3109 14
0 3110 73
0 3111 51
0 3112 86
0 3113 17
0 3114 73
0 3115 81
0 3116 8
0 3117 50
0 3118 49
0 3119 10
0 3120 93
0 3121 28
0 3122 55
0 3123 62
0 3124 57
0 3125 2
0 3126 64
0 3127 49
0 3128 75
0 3129 49
0 3130 98
0 3131 16
0 3132 93
0 3133 33
0 3134 53
0 3135 13
0 3136 38
0 3137 18
0 3138 12
0 3139 27
0 3140 32
0 3141 6
0 3142 87
0 3143 31
0 3144 19
0 3145 48
0 3146 29
0 3147 58
0 3148 47
0 3149 27
0 3150 65
0 3151 9
0 3152 30
0 3153 97
0 3154 30
0 3155 20
0 3156 54
0 3157 71
0 3158 96
0 3159 24
0 3160 46
0 3161 26
0 3162 1
0 3163 66
0 3164 31
0 3165 84
0 3166 45
0 3167 92
0 3168 71
0 3169 69
0 3170 38
0 3171 54
0 3172 86
0 3173 90
0 3174 9
0 3175 55
0 3176 94
0 3177 99
0 3178 38
0 3179 59
0 3180 41
0 3181 5
0 3182 34
0 3183 89
0 3184 65
0 3185 51
0 3186 92
0 3187 90
0 3188 20
0 3189 70
0 3190 17
0 3191 69
0 3192 49
0 3193 5
0 3194 73
0 3195 50
0 3196 15
0 3197 38
0 3198 64
0 3199 97
0 3200 93
0 3201 47
0 3202 53
0 3203 48
0 3204 84
0 3205 81
0 3206 46
0 3207 50
0 3208 50
0 3209 67
0 3210 65
0 3211 75
0 3212 36
0 3213 52
0 3214 76
0 3215 25
0 3216 87
0 3217 86
0 3218 9
0 3219 73
0 3220 31
0 3221 7
0 3222 88
0 3223 90
0 3224 44
0 3225 78
0 3226 25
0 3227 16
0 3228 18
0 3229 28
0 3230 85
0 3231 49
0 3232 96
0 3233 93
0 3234 81
0 3235 85
0 3236 53
0 3237 25
0 3238 43
0 3239 20
0 3240 44
0 3241 19
0 3242 18
0 3243 60
0 3244 67
0 3245 13
0 3246 93
0 3247 38
0 3248 80
0 3249 52
0 3250 77
0 3251 81
0 3252 83
0 3253 67
0 3254 76
0 3255 90
0 3256 18
0 3257 22
0 3258 45
0 3259 59
0 3260 46
0 3261 36
0 3262 72
0 3263 27
0 3264 80
0 3265 70
0 3266 62
0 3267 89
0 3268 46
0 3269 37
0 3270 71
0 3271 97
0 3272 64
0 3273 12
0 3274 2
0 3275 87
0 3276 6
0 3277 50
0 3278 44
0 3279 18
0 3280 67
0 3281 14
0 3282 79
0 3283 45
0 3284 44
0 3285 96
0 3286 17
0 3287 30
0 3288 68
0 3289 81
0 3290 24
0 3291 85
0 3292 65
0 3293 44
0 3294 10
0 3295 92
0 3296 100
0 3297 75
0 3298 79
0 3299 27
0 3300 85
0 3301 41
0 3302 83
0 3303 33
0 3304 10
0 3305 41
0 3306 66
0 3307 15
0 3308 49
0 3309 57
0 3310 66
0 3311 23
0 3312 57
0 3313 6
0 3314 29
0 3315 91
0 3316 15
0 3317 51
0 3318 60
0 3319 100
0 3320 98
0 3321 70
0 3322 63
0 3323 32
0 3324 22
0 3325 38
0 3326 10
0 3327 26
0 3328 61
0 3329 12
0 3330 34
0 3331 24
0 3332 75
0 3333 13
0 3334 78
0 3335 77
0 3336 53
0 3337 55
0 3338 81
0 3339 15
0 3340 13
0 3341 16
0 3342 49
0 3343 77
0 3344 73
0 3345 96
0 3346 93
0 3347 13
0 3348 50
0 3349 97
0 3350 32
0 3351 11
0 3352 76
0 3353 42
0 3354 35
0 3355 5
0 3356 73
0 3357 48
0 3358 69
0 3359 3
0 3360 58
0 3361 95
0 3362 29
0 3363 60
0 3364 69
0 3365 24
0 3366 92
0 3367 28
0 3368 53
0 3369 34
0 3370 46
0 3371 10
0 3372 40
0 3373 25
0 3374 5
0 3375 62
0 3376 21
0 3377 59
0 3378 68
0 3379 100
0 3380 51
0 3381 44
0 3382 34
0 3383 67
0 3384 85
0 3385 80
0 3386 22
0 3387 99
0 3388 90
0 3389 44
0 3390 90
0 3391 83
0 3392 44
0 3393 27
0 3394 37
0 3395 63
0 3396 66
0 3397 96
0 3398 6
0 3399 91
0 3400 52
0 3401 57
0 3402 65
0 3403 77
0 3404 28
0 3405 62
0 3406 28
0 3407 100
0 3408 99
0 3409 32
0 3410 39
0 3411 91
0 3412 17
0 3413 74
0 3414 73
0 3415 57
0 3416 93
0 3417 57
0 3418 37
0 3419 64
0 3420 25
0 3421 68
0 3422 22
0 3423 48
0 3424 27
0 3425 34
0 3426 43
0 3427 65
0 3428 42
0 3429 32
0 3430 56
0 3431 97
0 3432 20
0 3433 36
0 3434 37
0 3435 76
0 3436 44
0 3437 93
0 3438 25
0 3439 58
0 3440 11
0 3441 42
0 3442 12
0 3443 92
0 3444 68
0 3445 97
0 3446 17
0 3447 7
0 3448 74
0 3449 96
0 3450 36
0 3451 2
0 3452 23
0 3453 62
0 3454 92
0 3455 56
0 3456 78
0 3457 4
0 3458 13
0 3459 1
0 3460 57
0 3461 88
0 3462 72
0 3463 66
0 3464 94
0 3465 100
0 3466 100
0 3467 63
0 3468 16
0 3469 100
0 3470 65
0 3471 77
0 3472 46
0 3473 42
0 3474 68
0 3475 73
0 3476 28
0 3477 27
0 3478 75
0 3479 32
0 3480 74
0 3481 74
0 3482 71
0 3483 70
0 3484 23
0 3485 8
0 3486 64
0 3487 66
0 3488 98
0 3489 66
0 3490 84
0 3491 80
0 3492 31
0 3493 52
0 3494 40
0 3495 14
0 3496 13
0 3497 33
0 3498 64
0 3499 37
0 3500 68
0 3501 85
0 3502 98
0 3503 12
0 3504 28
0 3505 15
0 3506 67
0 3507 59
0 3508 73
0 3509 90
0 3510 26
0 3511 65
0 3512 45
0 3513 70
0 3514 66
0 3515 76
0 3516 8
0 3517 33
0 3518 7
0 3519 14
0 3520 47
0 3521 28
0 3522 44
0 3523 58
0 3524 65
0 3525 16
0 3526 12
0 3527 81
0 3528 82
0 3529 18
0 3530 34
0 3531 52
0 3532 41
0 3533 95
0 3534 12
0 3535 27
0 3536 33
0 3537 66
0 3538 77
0 3539 86
0 3540 52
0 3541 96
0 3542 91
0 3543 68
0 3544 93
0 3545 45
0 3546 92
0 3547 88
0 3548 8
0 3549 40
0 3550 52
0 3551 45
0 3552 88
0 3553 45
0 3554 17
0 3555 59
0 3556 17
0 3557 20
0 3558 46
0 3559 44
0 3560 53
0 3561 87
0 3562 63
0 3563 74
0 3564 25
0 3565 73
0 3566 89
0 3567 30
0 3568 56
0 3569 14
0 3570 6
0 3571 9
0 3572 4
0 3573 23
0 3574 29
0 3575 4
0 3576 48
0 3577 82
0 3578 31
0 3579 29
0 3580 86
0 3581 67
0 3582 99
0 3583 86
0 3584 34
0 3585 62
0 3586 90
0 3587 10
0 3588 25
0 3589 12
0 3590 57
0 3591 74
0 3592 69
0 3593 30
0 3594 77
0 3595 15
0 3596 14
0 3597 45
0 3598 60
0 3599 41
0 3600 26
0 3601 8
0 3602 53
0 3603 62
0 3604 21
0 3605 65
0 3606 20
0 3607 29
0 3608 30
0 3609 46
0 3610 54
0 3611 32
0 3612 39
0 3613 97
0 3614 37
0 3615 37
0 3616 77
0 3617 30
0 3618 65
0 3619 88
0 3620 52
0 3621 9
0 3622 90
0 3623 24
0 3624 35
0 3625 44
0 3626 45
0 3627 33
0 3628 51
0 3629 6
0 3630 62
0 3631 17
0 3632 6
0 3633 76
0 3634 32
0 3635 95
0 3636 91
0 3637 92
0 3638 61
0 3639 19
0 3640 53
0 3641 64
0 3642 12
0 3643 45
0 3644 69
0 3645 10
0 3646 74
0 3647 10
0 3648 96
0 3649 90
0 3650 29
0 3651 6
0 3652 98
0 3653 5
0 3654 3
0 3655 96
0 3656 50
0 3657 55
0 3658 23
0 3659 18
0 3660 92
0 3661 56
0 3662 29
0 3663 49
0 3664 22
0 3665 68
0 3666 85
0 3667 17
0 3668 82
0 3669 30
0 3670 8
0 3671 59
0 3672 11
0 3673 13
0 3674 54
0 3675 28
0 3676 30
0 3677 81
0 3678 24
0 3679 66
0 3680 68
0 3681 41
0 3682 49
0 3683 73
0 3684 3
0 3685 33
0 3686 24
0 3687 96
0 3688 12
0 3689 35
0 3690 38
0 3691 87
0 3692 33
0 3693 55
0 3694 1
0 3695 10
0 3696 3
0 3697 43
0 3698 38
0 3699 44
0 3700 30
0 3701 54
0 3702 87
0 3703 56
0 3704 76
0 3705 93
0 3706 21
0 3707 57
0 3708 48
0 3709 92
0 3710 9
0 3711 12
0 3712 1
0 3713 68
0 3714 62
0 3715 56
0 3716 24
0 3717 29
0 3718 60
0 3719 84
0 3720 31
0 3721 23
0 3722 96
0 3723 36
0 3724 82
0 3725 30
0 3726 9
0 3727 42
0 3728 16
0 3729 67
0 3730 89
0 3731 99
0 3732 96
0 3733 84
0 3734 44
0 3735 23
0 3736 38
0 3737 39
0 3738 87
0 3739 27
0 3740 1
0 3741 94
0 3742 81
0 3743 53
0 3744 6
0 3745 62
0 3746 9
0 3747 89
0 3748 87
0 3749 49
0 3750 51
0 3751 78
0 3752 75
0 3753 12
0 3754 24
0 3755 57
0 3756 8
0 3757 99
0 3758 33
0 3759 35
0 3760 99
0 3761 73
0 3762 43
0 3763 19
0 3764 78
0 3765 71
0 3766 55
0 3767 90
0 3768 54
0 3769 88
0 3770 45
0 3771 55
0 3772 36
0 3773 71
0 3774 15
0 3775 35
0 3776 72
0 3777 40
0 3778 32
0 3779 49
0 3780 66
0 3781 38
0 3782 2
0 3783 44
0 3784 30
0 3785 65
0 3786 45
0 3787 78
0 3788 21
0 3789 37
0 3790 78
0 3791 53
0 3792 93
0 3793 92
0 3794 80
0 3795 36
0 3796 10
0 3797 13
0 3798 91
0 3799 31
0 3800 15
0 3801 75
0 3802 3
0 3803 89
0 3804 94
0 3805 7
0 3806 71
0 3807 60
0 3808 51
0 3809 69
0 3810 60
0 3811 84
0 3812 92
0 3813 42
0 3814 20
0 3815 57
0 3816 13
0 3817 27
0 3818 49
0 3819 94
0 3820 55
0 3821 56
0 3822 31
0 3823 26
0 3824 37
0 3825 76
0 3826 65
0 3827 22
0 3828 95
0 3829 69
0 3830 36
0 3831 18
0 3832 87
0 3833 80
0 3834 89
0 3835 97
0 3836 65
0 3837 66
0 3838 66
0 3839 35
0 3840 6
0 3841 74
0 3842 57
0 3843 98
0 3844 41
0 3845 34
0 3846 33
0 3847 5
0 3848 79
0 3849 94
0 3850 62
0 3851 38
0 3852 57
0 3853 64
0 3854 76
0 3855 68
0 3856 84
0 3857 6
0 3858 35
0 3859 9
0 3860 37
0 3861 3
0 3862 11
0 3863 93
0 3864 11
0 3865 12
0 3866 51
0 3867 34
0 3868 50
0 3869 68
0 3870 39
0 3871 41
0 3872 30
0 3873 14
0 3874 59
0 3875 51
0 3876 93
0 3877 43
0 3878 10
0 3879 89
0 3880 18
0 3881 33
0 3882 89
0 3883 34
0 3884 31
0 3885 41
0 3886 10
0 3887 6
0 3888 50
0 3889 86
0 3890 97
0 3891 20
0 3892 8
0 3893 35
0 3894 95
0 3895 70
0 3896 43
0 3897 39
0 3898 92
0 3899 89
0 3900 30
0 3901 9
0 3902 99
0 3903 88
0 3904 51
0 3905 42
0 3906 74
0 3907 38
0 3908 77
0 3909 15
0 3910 15
0 3911 24
0 3912 3
0 3913 68
0 3914 6
0 3915 45
0 3916 5
0 3917 63
0 3918 40
0 3919 24
0 3920 31
0 3921 19
0 3922 90
0 3923 84
0 3924 5
0 3925 57
0 3926 12
0 3927 40
0 3928 58
0 3929 60
0 3930 14
0 3931 94
0 3932 100
0 3933 13
0 3934 17
0 3935 2
0 3936 88
0 3937 22
0 3938 73
0 3939 64
0 3940 83
0 3941 48
0 3942 2
0 3943 70
0 3944 18
0 3945 100
0 3946 1
0 3947 53
0 3948 36
0 3949 10
0 3950 51
0 3951 23
0 3952 94
0 3953 30
0 3954 2
0 3955 89
0 3956 94
0 3957 61
0 3958 59
0 3959 75
0 3960 69
0 3961 64
0 3962 43
0 3963 17
0 3964 28
0 3965 12
0 3966 33
0 3967 71
0 3968 30
0 3969 33
0 3970 42
0 3971 45
0 3972 21
0 3973 20
0 3974 14
0 3975 56
0 3976 38
0 3977 9
0 3978 94
0 3979 28
0 3980 98
0 3981 38
0 3982 2
0 3983 94
0 3984 3
0 3985 14
0 3986 16
0 3987 51
0 3988 5
0 3989 35
0 3990 52
0 3991 84
0 3992 83
0 3993 90
0 3994 61
0 3995 82
0 3996 6
0 3997 30
0 3998 80
0 3999 37
0 4000 9
0 4001 95
0 4002 19
0 4003 77
0 4004 29
0 4005 65
0 4006 48
0 4007 16
0 4008 8
0 4009 82
0 4010 37
0 4011 39
0 4012 57
0 4013 12
0 4014 30
0 4015 69
0 4016 60
0 4017 72
0 4018 6
0 4019 50
0 4020 5
0 4021 23
0 4022 9
0 4023 98
0 4024 78
0 4025 27
0 4026 22
0 4027 56
0 4028 78
0 4029 47
0 4030 13
0 4031 74
0 4032 4
0 4033 65
0 4034 10
0 4035 7
0 4036 37
0 4037 57
0 4038 46
0 4039 44
0 4040 95
0 4041 75
0 4042 50
0 4043 98
0 4044 20
0 4045 98
0 4046 54
0 4047 17
0 4048 59
0 4049 95
0 4050 6
0 4051 85
0 4052 18
0 4053 45
0 4054 13
0 4055 73
0 4056 79
0 4057 50
0 4058 19
0 4059 76
0 4060 41
0 4061 95
0 4062 37
0 4063 61
0 4064 92
0 4065 3
0 4066 17
0 4067 24
0 4068 81
0 4069 94
0 4070 47
0 4071 48
0 4072 8
0 4073 5
0 4074 85
0 4075 36
0 4076 31
0 4077 1
0 4078 58
0 4079 76
0 4080 97
0 4081 60
0 4082 25
0 4083 45
0 4084 80
0 4085 85
0 4086 37
0 4087 25
0 4088 89
0 4089 4
0 4090 49
0 4091 26
0 4092 21
0 4093 91
0 4094 75
0 4095 71
0 4096 76
0 4097 68
0 4098 5
0 4099 32
0 4100 23
0 4101 78
0 4102 52
0 4103 14
0 4104 43
0 4105 68
0 4106 21
0 4107 38
0 4108 38
0 4109 81
0 4110 63
0 4111 92
0 4112 25
0 4113 95
0 4114 64
0 4115 10
0 4116 43
0 4117 99
0 4118 27
0 4119 27
0 4120 26
0 4121 33
0 4122 2
0 4123 18
0 4124 56
0 4125 29
0 4126 11
0 4127 58
0 4128 1
0 4129 45
0 4130 95
0 4131 55
0 4132 28
0 4133 7
0 4134 60
0 4135 44
0 4136 28
0 4137 79
0 4138 56
0 4139 84
0 4140 58
